sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0439_04052,We estimated annual CH4 emissions from ponds and lakes in the QTP permafrost region as 0.04 (0.030.05),Methane Emissions From the Qinghai‐Tibet Plateau Ponds and Lakes: Roles of Ice Thaw and Vegetation Zone,2024.0,Global Biogeochemical Cycles,6,Environmental Science,2,,,False
s0384_03531,"We develop four scenarios to 2050 with different combinations of high or low agricultural efficiency and high or low meat diets, and use speciesenergy and speciesarea relationships to estimate their effects on biodiversity.",Scenarios for future biodiversity loss due to multiple drivers reveal conflict between mitigating climate change and preserving biodiversity,2013.0,,30,"Physics, Environmental Science, Environmental Science",2,,,False
s0446_04115,"Consequently, the collective impacts of OG wells on natural and cultural resources, human health and emissions of methane (CH4), are poorly understood.",Oil and natural gas wells across the NASA ABoVE domain: fugitive methane emissions and broader environmental impacts,2023.0,Environmental Research Letters,13,"Physics, Environmental Science, Engineering",2,,,False
s0159_01391,The areas and ages of edge forests were calculated annually and the corresponding biomass loss and carbon emissions from these forest edges were estimated using published rates of biomass decay and decomposition corresponding to the areas and ages of edge forests.,Carbon emissions from deforestation and forest fragmentation in the Brazilian Amazon,2011.0,,66,"Physics, Environmental Science, Environmental Science",2,,,False
s0386_03556,This divergence of strategies and research agendas may be attributed to four factors: rare species are more heterogeneously distributed than carbon; species are more difficult to measure and monitor than carbon; species are more sensitive to ecological processes and human disturbance than carbon; and peoples value for species diminishes beyond a threshold while their value for carbon storage does not.,Parks versus payments: reconciling divergent policy responses to biodiversity loss and climate change from tropical deforestation,2013.0,,22,"Physics, Geography, Environmental Science, Economics, Political Science",2,,,False
s0342_03061,If all land ice and glaciers were to melt the sea level would rise some 80 m (Baumgartner and Reichel 1975).,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",2,,,False
s0591_05356,This knowledge gap occurs even though there has been increased recognition that soil communities display high levels of both taxonomic and functional diversity and are key drivers of fluxes of C between the atmosphere and terrestrial ecosystems.,A meta-analysis of soil biodiversity impacts on the carbon cycle,2014.0,,107,"Environmental Science, Environmental Science",2,,,False
s0147_01280,"We estimated the carbon dioxide emissions associated with the loss of aboveground biomass to be of 2.24 and 0.26 tons per hectare and per year in the humid and spiny-dry forest, respectively.",Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",2,,,False
s0342_03051,"However, water vapour is a passive component in the troposphere as it is uniquely determined by temperature and should therefore be seen as a part of the climate feedback system.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",2,,,False
s0172_01520,The uncertainty analysis formed the basis for determining an appropriate scale for monitoring carbon emission estimates as performance measures for REDD+ incentives.,Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",2,,,False
s0342_03115,"In contrast to the well-mixed greenhouse gases, water vapour varies strongly in the atmosphere and this on a small scale in both time and space.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",2,,,False
s0565_05140,One of the largest sources of uncertainties in modelling of the future global climate is the response of the terrestrial carbon cycle.,GCM characteristics explain the majority of uncertainty in projected 21st century terrestrial ecosystem carbon balance,2013.0,,53,"Environmental Science, Environmental Science",2,,,False
s0412_03813,"Even with widespread implementation of that portfolio, trade-offs between climate, biodiversity, and wellbeing outcomes might be unavoidable.","The Triple Challenge: synergies, trade-offs and integrated responses for climate, biodiversity, and human wellbeing goals",2023.0,Climate Policy,45,"Environmental Science, Political Science",2,,,False
s0390_03594,"We anticipate that the ecotone will be a hard barrier to migration under future climate change, leading to drastic population and biodiversity losses in the region unless intensive management steps are taken.",Four Decades of Andean Timberline Migration and Implications for Biodiversity Loss with Climate Change,2013.0,PLoS ONE,73,"Medicine, Geography, Environmental Science",2,,,False
s0195_01737,"By identifying Earths reef regions that are at lowest risk of accelerated bleaching, our results will prioritize efforts to limit future loss of coral reef biodiversity.",Cumulative risk of future bleaching for the world’s coral reefs,2024.0,Science Advances,49,"Medicine, Environmental Science",2,,,False
s0534_04859,"First we examined the global and regional climate model results, and corrected an inconsistency in skin temperature during the downscaling process by modifying the land/sea mask.",Projected changes of extreme weather events in the eastern United States based on a high resolution climate modeling system,2012.0,,188,"Physics, Environmental Science, Environmental Science",2,,,False
s0356_03248,The two most urgent and interlinked environmental challenges humanity faces are climate change and biodiversity loss.,Actions to halt biodiversity loss generally benefit the climate,2022.0,Global Change Biology,154,"Medicine, Environmental Science",2,,,False
s0138_01196,"For C stocks, we found climate change will increase global stocks by 7% under both climate scenarios and that this gain will exceed losses from deforestation by the end of the twenty-first century, largely due to shifts in rainfall.",Future Mangrove Carbon Storage Under Climate Change and Deforestation,2022.0,Frontiers in Marine Science,89,Environmental Science,2,,,False
s0259_02353,"At the same time, severe droughts in many parts of the world are not attributable to climate change.",Extreme weather impacts of climate change: an attribution perspective,2022.0,Environmental Research: Climate,457,"Physics, Environmental Science",2,,,False
s0384_03539,"However, the resulting withdrawal of energy from managed ecosystems has a large negative impact on biodiversity.",Scenarios for future biodiversity loss due to multiple drivers reveal conflict between mitigating climate change and preserving biodiversity,2013.0,,30,"Physics, Environmental Science, Environmental Science",2,,,False
s0524_04781,"Our analysis uses the distribution of 13 global climate model projections to derive the inter-model standard deviation, skewness, and percentile ranges for simulated changes in extreme heat, cold, and precipitation by the mid-21st century, based on the A1B emissions scenario.",Interpreting climate model projections of extreme weather events,2014.0,,50,"Environmental Science, Geography, Environmental Science",2,,,False
s0159_01393,"The impacts of varying rates of deforestation on regional forest fragmentation and carbon fluxes were also investigated, with the focus on two periods: 20015 (high deforestation rates) and 200610 (low deforestation rates).",Carbon emissions from deforestation and forest fragmentation in the Brazilian Amazon,2011.0,,66,"Physics, Environmental Science, Environmental Science",2,,,False
s0576_05238,"This need is particularly acute in tropical ecosystems, home to over 60% of global terrestrial productivity, over half of planetary biodiversity, and hotspots of anthropogenic pressure.",The Global Ecosystems Monitoring network: Monitoring ecosystem productivity and carbon cycling across the tropics,2021.0,Biological Conservation,85,"Environmental Science, Environmental Science",2,,,False
s0191_01700,"This shift reflects a reduced dependence of bleaching on ENSO intensity, as even moderate ENSO phases, including both El Nio and La Nia events, are now associated with widespread bleaching, suggesting progressive erosion of thermal thresholds under sustained ocean warming.",Structural Climate Drivers of Global Coral Bleaching,2025.0,Global Change Biology,0,"Medicine, Environmental Science",2,,,False
s0561_05111,"Although a future joint reanalysis of land surface, hydrologic, and carbon processes represents an analysis of important ecosystem variables, biotic ecosystem variables are assimilated only to a very limited extent.",Reanalysis in Earth System Science: Toward Terrestrial Ecosystem Reanalysis,2021.0,Reviews of Geophysics,51,"Environmental Science, Environmental Science, Geology",2,,,False
s0182_01628,"Here, we present a gene expression dataset generated from larvae of the coral Pocillopora damicornis in response to exposure to acidification and elevated temperature conditions below the bleaching threshold of the symbiosis.",Gene expression of Pocillopora damicornis coral larvae in response to acidification and ocean warming,2024.0,BMC Genomic Data,2,"Medicine, Environmental Science, Biology",2,,,False
s0206_01851,"Under the oxidative stress theory of coral bleaching, bacteria that scavenge reactive oxygen (ROS) or nitrogen species (RNS) are expected to enhance coral thermal resilience.",Genomic exploration of coral-associated bacteria: identifying probiotic candidates to increase coral bleaching resilience in Galaxea fascicularis,2023.0,Microbiome,30,"Medicine, Environmental Science, Biology",2,,,False
s0537_04882,"The observational evidence for climate-driven increases in extremes and the implications of model projections are reviewed for heat and drought and several types of storms: tropical cyclones, midlatitude storms, and severe local weather, focusing on those changes most relevant to the continental United States.",Climate change and extreme weather: A review focusing on the continental United States,2021.0,Journal of the Air and Waste Management Association,51,"Medicine, Environmental Science",2,,,False
s0148_01286,"Forest fragmentation, a resulting feature of the deforestation process, promotes indirect carbon losses induced by edge effect.",Persistent collapse of biomass in Amazonian forest edges following deforestation leads to unaccounted carbon losses,2020.0,Science Advances,145,"Medicine, Environmental Science, Environmental Science",2,,,False
s0455_04207,We have shown that the East Siberian shelf seas make the main contribution to the total methane emissions of the region.,Model Study of the Effects of Climate Change on the Methane Emissions on the Arctic Shelves,2022.0,Atmosphere,15,Environmental Science,2,,,False
s0384_03537,Biodiversity loss due to climate change varies only modestly across the scenarios.,Scenarios for future biodiversity loss due to multiple drivers reveal conflict between mitigating climate change and preserving biodiversity,2013.0,,30,"Physics, Environmental Science, Environmental Science",2,,,False
s0590_05349,"There were no consistent spatial patterns in the larger Alaskan Arctic and boreal regional carbon stocks and fluxes, with some models showing NEE for Alaska as a strong carbon sink, others as a strong carbon source, while still others as carbon neutral.",Carbon cycle uncertainty in the Alaskan Arctic,2014.0,,120,"Environmental Science, Environmental Science",2,,,False
s0565_05144,We find that the response in simulated carbon balance is more influenced by GCMs than CO2 concentration scenarios.,GCM characteristics explain the majority of uncertainty in projected 21st century terrestrial ecosystem carbon balance,2013.0,,53,"Environmental Science, Environmental Science",2,,,False
s0396_03641,"The subsequent sections featuring specific aspects of biodiversity in forests, freshwater wetlands, coastal and marine systems and agricultural systems, provide greater detail on the ecosystem services and bio-resources.",Climate change impacts on biodiversity and ecosystems in Sri Lanka: a review,2017.0,,33,"Geography, Environmental Science, Biology",2,,,False
s0279_02510,"The effects of climate change on these special habitats may be especially profound, due to altered snowpack and hydrologic regimes predicted to occur in the near future.","Potential effects of climate change on riparian areas, wetlands, and groundwater-dependent ecosystems in the Blue Mountains, Oregon, USA",2017.0,,78,"Environmental Science, Environmental Science",2,,,False
s0210_01887,The global impacts of climate change are evident in every marine ecosystem.,Coral‐bleaching responses to climate change across biological scales,2022.0,Global Change Biology,121,"Medicine, Environmental Science, Biology",2,,,False
s0463_04273,"In addition, the influence of precipitation, snowfall, air temperature, and depth of freezing on gas emissions was analyzed.",Emission of Methane and Carbon Dioxide during Soil Freezing without Permafrost,2022.0,Energies,2,Environmental Science,2,,,False
s0396_03644,The introduction of various policies and guidelines in relation to environment is a good sign for conservation of ecosystems and biodiversity.,Climate change impacts on biodiversity and ecosystems in Sri Lanka: a review,2017.0,,33,"Geography, Environmental Science, Biology",2,,,False
s0390_03587,Rapid 21st-century climate change may lead to large population decreases and extinction in tropical montane cloud forest species in the Andes.,Four Decades of Andean Timberline Migration and Implications for Biodiversity Loss with Climate Change,2013.0,PLoS ONE,73,"Medicine, Geography, Environmental Science",2,,,False
s0566_05150,"Primarily driven by concern about rising levels of atmospheric CO2, ecologists and earth system scientists are collecting vast amounts of data related to the carbon cycle.",Rate my data: quantifying the value of ecological data for the development of models of the terrestrial carbon cycle.,2013.0,Ecological Applications,97,"Computer Science, Medicine, Environmental Science",2,,,False
s0572_05200,"We used 18 years of eddycovariance carbon flux data from the Harvard forest, where ecosystem carbon uptake has doubled over the measurement period, along with 15 ancillary ecological data sets relative to the carbon cycle.","Using model‐data fusion to interpret past trends, and quantify uncertainties in future projections, of terrestrial ecosystem carbon cycling",2012.0,,188,"Environmental Science, Environmental Science",2,,,False
s0159_01392,Our analysis estimated carbon fluxes from deforestation (4195 Tg C) and edge forest (126221 Tg C) for 200110 in the Brazilian Amazon.,Carbon emissions from deforestation and forest fragmentation in the Brazilian Amazon,2011.0,,66,"Physics, Environmental Science, Environmental Science",2,,,False
s0572_05205,"The datainformed model, however, poorly reproduced interannual variability in net ecosystem carbon exchange and biomass increments and did not reproduce the longterm trend.","Using model‐data fusion to interpret past trends, and quantify uncertainties in future projections, of terrestrial ecosystem carbon cycling",2012.0,,188,"Environmental Science, Environmental Science",2,,,False
s0390_03589,"Even if species can migrate in response to climate change, if ecotones do not they can function as hard barriers to species migrations, making ecotone migrations central to understanding species persistence under scenarios of climate change.",Four Decades of Andean Timberline Migration and Implications for Biodiversity Loss with Climate Change,2013.0,PLoS ONE,73,"Medicine, Geography, Environmental Science",2,,,False
s0045_00406,"For instance, with global sea level predicted to rise and coastal flooding set to become more frequent and intense, high-resolution spatial population datasets are increasingly being used to estimate the size of vulnerable coastal populations.",Uncertainties in Measuring Populations Potentially Impacted by Sea Level Rise and Coastal Flooding,2012.0,PLoS ONE,70,"Medicine, Biology, Environmental Science, Geography",2,,,False
s0366_03361,Another 31 biodiverse mountains are classified as future vulnerable mountains as they face increasing landslide risks because of predicted climate change and deforestation.,Strategic protection of landslide vulnerable mountains for biodiversity conservation under land-cover and climate change impacts,2022.0,Proceedings of the National Academy of Sciences of the United States of America,54,"Medicine, Environmental Science, Geography",2,,,False
s0188_01673,"Despite high annual maximum temperatures above the putative bleaching threshold (31.07°C and 31.74°C, respectively), accumulated thermal stress was low during both bleaching episodes (Degree Heating Weeks of 1.05°C-weeks and 0.18°C-weeks, respectively), suggesting widespread thermal sensitivity of hard coral taxa (55.21% and 26.63% bleaching incidence in 2019 and 2020, respectively).",Highly variable response of hard coral taxa to successive coral bleaching events (2019-2020) and rising ocean temperatures in Northeast Peninsular Malaysia,2022.0,bioRxiv,2,"Biology, Environmental Science",2,,,False
s0353_03218,"As a consequence of the COVID-19 pandemic, the announced one-year delay in the 2020 meetings of the Conference of the Parties (COP) for the United Nations Framework Convention on Climate Change (UNFCCC COP26) and the CBD COP15 provides a unique opportunity to create coherent policy frameworks across the nexus of biodiversity, health, food, water and climate change and align both biodiversity and climate targets.",Urgent need for an integrated policy framework for biodiversity loss and climate change,2020.0,Nature Ecology & Evolution,49,"Economics, Medicine, Environmental Science, Political Science",2,,,False
s0116_00986,"Between 2003 and 2019, degradation and disturbance accounted for 44% of forest carbon losses in the region, compared with 56% from deforestation (forest clearing).",Beyond Deforestation: Carbon Emissions From Land Grabbing and Forest Degradation in the Brazilian Amazon,2021.0,Frontiers in Forests and Global Change,43,Environmental Science,2,,,False
s0415_03842,"In comparison to unfrozen soil (54237 mg/m3), snow cover can suppress methane emissions up to 20 times more, reducing emissions by as much as 3399 mg/m3.",Influence of the Thickness of Freezing of the Soil Surface and Snow Cover on Methane Emissions during Freezing of Seasonal Permafrost,2024.0,Atmosphere,1,Environmental Science,2,,,False
s0565_05146,We extract parameters describing GCM characteristics by parameterizing a statistical emulator mimicking the carbon balance response simulated by a full dynamic ecosystem model.,GCM characteristics explain the majority of uncertainty in projected 21st century terrestrial ecosystem carbon balance,2013.0,,53,"Environmental Science, Environmental Science",2,,,False
s0397_03671,"OUTLOOK New global biodiversity, climate, and sustainability targets envisioned for 2030 and 2050 will likely fail if drivers behind climate change and biodiversity loss remain insufficiently addressed or concrete actions to meet current political agreements and goals do not increase in pace and scale.",Overcoming the coupled climate and biodiversity crises and their societal impacts,2023.0,Science,344,"Medicine, Environmental Science, Sociology",2,,,False
s0384_03540,"Although the effects of energy withdrawal and climate change on biodiversity cannot be directly compared, this suggests that using bio-energy to tackle climate change in order to limit biodiversity loss could instead have the opposite effect.",Scenarios for future biodiversity loss due to multiple drivers reveal conflict between mitigating climate change and preserving biodiversity,2013.0,,30,"Physics, Environmental Science, Environmental Science",2,,,False
s0397_03670,Coordinated efforts among science and policy can identify and help navigate development pathways toward climate resilience for both human society and biodiversity.,Overcoming the coupled climate and biodiversity crises and their societal impacts,2023.0,Science,344,"Medicine, Environmental Science, Sociology",2,,,False
s0164_01448,"In this study, using remote sensed and ground inventory data, deforestation, forest degradation, wood harvest and their integrated carbon losses between 1994 and 2016 in the temperate region of Pakistan were estimated.","Carbon emission from deforestation, forest degradation and wood harvest in the temperate region of Hindukush Himalaya, Pakistan between 1994 and 2016",2018.0,Land Use Policy,96,"Environmental Science, Environmental Science",2,,,False
s0556_05062,"Yet, the interconnected avenues through which climate extremes drive ecological and physiological processes and alter the carbon balance are poorly understood.","Effects of climate extremes on the terrestrial carbon cycle: concepts, processes and potential future impacts",2015.0,Global Change Biology,874,"Medicine, Environmental Science, Environmental Science",2,,,False
s0556_05063,"Here, we review the literature on carbon cycle relevant responses of ecosystems to extreme climatic events.","Effects of climate extremes on the terrestrial carbon cycle: concepts, processes and potential future impacts",2015.0,Global Change Biology,874,"Medicine, Environmental Science, Environmental Science",2,,,False
s0300_02686,"Biodiversity elements with narrow niches and restricted distributions (i.e., short range endemics, SREs) are particularly vulnerable to climate change.",Nowhere to Go but Up: Impacts of Climate Change on Demographics of a Short-Range Endemic (Crotalus willardi obscurus) in the Sky-Islands of Southwestern North America,2015.0,PLoS ONE,40,"Medicine, Geography, Environmental Science, Biology",2,,,False
s0568_05171,"Explicit representations of this drought event and associated changes in vegetation dynamics and carbon cycle, however, are still largely missed in literature.",The impact of the 2009/2010 drought on vegetation growth and terrestrial carbon balance in Southwest China,2019.0,Agricultural and Forest Meteorology,308,"Environmental Science, Environmental Science",2,,,False
s0097_00819,"We analyse a network of centreline and lateral air temperature observations at Tsanteleina Glacier, Italy, during summer 2015.",Centreline and cross-glacier air temperature variability on an Alpine glacier: assessing temperature distribution methods and their influence on melt model calculations,2017.0,Journal of Glaciology,17,"Geology, Environmental Science, Geology",2,,,False
s0156_01360,"Remote sensing can provide continuous and spatially explicit above-ground biomass (AGB) estimates, which can be valuable for the quantification of carbon stocks and emission factors (EFs).",Tropical deforestation drivers and associated carbon emission factors derived from remote sensing data,2019.0,Environmental Research Letters,73,"Physics, Environmental Science, Environmental Science",2,,,False
s0158_01382,These conversions resulted in 1.466.43 GtCO2 of emissions between 1990 and 2010.,Carbon emissions from South‐East Asian peatlands will increase despite emission‐reduction schemes,2018.0,Global Change Biology,90,"Environmental Science, Medicine, Environmental Science",2,,,False
s0092_00779,Temperature index (TI) models are convenient for modelling glacier ablation since they require only a few input variables and rely on simple empirical relations.,Glacier ablation and temperature indexed melt models in the Nepalese Himalaya,2019.0,Scientific Reports,74,"Environmental Science, Medicine, Environmental Science, Geography, Geology",2,,,False
s0232_02093,"Yet, many species successfully colonise a wide range of habitats including highly fluctuating environments.",Variation in sensitivity of large benthic Foraminifera to the combined effects of ocean warming and local impacts,2017.0,Scientific Reports,56,"Environmental Science, Medicine, Environmental Science",2,,,False
s0551_05025,"Based on our factorial experiment and sensitivity analysis, we conclude that if carbonnitrogen interactions are accounted for, the functional responses of ORCHIDEE r4999 better agree with the current understanding of photosynthesis than when the carbonnitrogen interactions are not accounted for and that carbonnitrogen interactions are essential in understanding global terrestrial ecosystem productivity.","Accounting for carbon and nitrogen interactions in the global terrestrial ecosystem model ORCHIDEE (trunk version, rev 4999): multi-scale evaluation of gross primary production",2018.0,Geoscientific Model Development,108,"Environmental Science, Environmental Science",2,,,False
s0555_05058,"Future changes in carbon pools, and thus land carbon sink trends, are also affected by climate biases, although to a smaller extent than the absolute size of carbon pools.",The large influence of climate model bias on terrestrial carbon cycle simulations,2017.0,,45,"Environmental Science, Physics, Environmental Science",2,,,False
s0279_02514,Increased frequency and spatial extent of wildfire spreading from upland forests could also affect riparian species composition.,"Potential effects of climate change on riparian areas, wetlands, and groundwater-dependent ecosystems in the Blue Mountains, Oregon, USA",2017.0,,78,"Environmental Science, Environmental Science",2,,,False
s0233_02108,Coral bleaching in the GBR is usually associated on broad scales with strong El Nio events but is becoming more common in ENSO neutral years due to global warming.,Seasonal climate summary for the southern hemisphere (autumn 2017): the Great Barrier Reef experiences coral bleaching during El Niño–Southern Oscillation neutral conditions,2019.0,Journal of Southern Hemisphere Earth Systems Science,4,Environmental Science,2,,,False
s0055_00487,"Currently, coastal erosion and coastal flooding are the major effects of sea level rise impacting the important coastal infrastructure.",Current and potential impacts of sea level rise in the coastal areas of Malaysia,2019.0,IOP Conference Series: Earth and Environment,58,"Physics, Geography, Environmental Science, Geography",2,,,False
s0352_03206,"The research reviewed here focuses on the feasibility of reducing meat consumption in developed and transition countries, as this wouldamong other positive effectsreduce the global loss of biodiversity, the need for unsustainable agricultural practices and GHG emissions.",Reducing meat consumption in developed and transition countries to counter climate change and biodiversity loss: a review of influence factors,2017.0,Regional Environmental Change,432,"Business, Environmental Science, Economics",2,,,False
s0319_02880,"Agricultural soil has been adding up major green house gases like methane (CH _4 ) and nitrous oxide (N _2 O) to the atmosphere through tillage, fertilizer application and irrigation.",Agricultural Intensification in South Asia and Its Contribution to Greenhouse Gas Emission: A Review,2011.0,"Asian Journal of Water, Environment and Pollution",5,"Environmental Science, Environmental Science, Agricultural and Food Sciences",2,,,False
s0235_02125,"Hence, as ocean temperatures increase above local thermal thresholds, C. orientalis will have a negligible impact on reef erosion.",The bioeroding sponge Cliona orientalis will not tolerate future projected ocean warming,2018.0,Scientific Reports,24,"Environmental Science, Medicine, Environmental Science",2,,,False
s0141_01225,"Depending on the trade model used, 2939% of deforestation-related emissions were driven by international trade.",Agricultural and forestry trade drives large share of tropical deforestation emissions,2019.0,Global Environmental Change,460,"Environmental Science, Environmental Science, Economics, Agricultural and Food Sciences",2,,,False
s0562_05117,"Single-factor model experiments of CO2 fertilisation and climate change show generally similar directions of the responses of CN interactions, compared to the C-only version of the model as documented in previous studies using other global models.",Nitrogen feedbacks increase future terrestrial ecosystem carbon uptake in an individual-based dynamic vegetation model,2014.0,,74,"Environmental Science, Environmental Science, Biology",2,,,False
s0169_01494,"These findings demonstrate that by using a spatially-targeted approach to identify high priority locations for reducing emissions from deforestation and forest degradation, REDD+ resources can be allocated cost-effectively across Indonesia.","Spatially explicit estimates of forest carbon emissions, mitigation costs and REDD+ opportunities in Indonesia",2017.0,,27,"Physics, Environmental Science, Environmental Science, Economics",2,,,False
s0115_00976,Tropical carbon emissions are largely derived from direct forest clearing processes.,21st Century drought-related fires counteract the decline of Amazon deforestation carbon emissions,2018.0,Nature Communications,686,"Medicine, Environmental Science, Environmental Science",2,,,False
s0153_01330,"If carried out without proper planning and reduced-impact logging (RIL) practices, forest disturbances and carbon emissions from these harvests can be substantial.","Reduced-impact logging practices reduce forest disturbance and carbon emissions in community managed forests on the Yucatán Peninsula, Mexico",2019.0,Forest Ecology and Management,39,"Environmental Science, Environmental Science",2,,,False
s0547_04980,"The remote sensing data and techniques used to quantify carbon fluxes include vegetation indices, light use efficiency models, terrestrial biosphere models, data-driven (or machine learning) approaches, solar-induced chlorophyll fluorescence (SIF), land surface temperature, and atmospheric inversions.",Remote sensing of the terrestrial carbon cycle: A review of advances over 50 years,2019.0,Remote Sensing of Environment,498,"Environmental Science, Environmental Science",2,,,False
s0164_01451,"Deforestation was responsible for the loss of 206 kMg C (9 kMg C yr1), while emissions related to degradation and wood harvest account for 1757 kMg C (80 kMg C yr1) and 221 kMg C (10 kMg C yr1), respectively.","Carbon emission from deforestation, forest degradation and wood harvest in the temperate region of Hindukush Himalaya, Pakistan between 1994 and 2016",2018.0,Land Use Policy,96,"Environmental Science, Environmental Science",2,,,False
s0426_03927,"We identify strong, likely geologic emissions solely where the permafrost is discontinuous.","Strong geologic methane emissions from discontinuous terrestrial permafrost in the Mackenzie Delta, Canada",2017.0,Scientific Reports,62,"Environmental Science, Medicine, Environmental Science, Geology",2,,,False
s0175_01543,"ABSTRACT The carbon emissions and removals due to land cover changes between 2001 and 2010 in the Vu Gia Thu Bon River Basin, Central Vietnam, were estimated using Landsat satellite images and 3083 forest inventory plots.",Carbon emissions from land cover change in Central Vietnam,2016.0,,30,"Environmental Science, Environmental Science",2,,,False
s0350_03191,"A recent meta-analysis demonstrated that the negative impacts of habitat loss and fragmentation have been disproportionately severe in areas with high temperatures in the warmest month and declining rainfall, although impacts also varied across vegetation types.",A global assessment of current and future biodiversity vulnerability to habitat loss–climate change interactions,2016.0,,203,"Geography, Environmental Science, Biology",2,,,False
s0572_05198,Uncertainties in model projections of carbon cycling in terrestrial ecosystems stem from inaccurate parameterization of incorporated processes (endogenous uncertainties) and processes or drivers that are not accounted for by the model (exogenous uncertainties).,"Using model‐data fusion to interpret past trends, and quantify uncertainties in future projections, of terrestrial ecosystem carbon cycling",2012.0,,188,"Environmental Science, Environmental Science",2,,,False
s0093_00787,"Current understanding of glacier mass balance changes under changing climate is limited by scarcity of in situ measurements in both time and space, as well as resolution of remote sensing products.",Detecting Short-Term Surface Melt on an Arctic Glacier Using UAV Surveys,2018.0,Remote Sensing,57,"Geology, Computer Science, Environmental Science",2,,,False
s0432_03983,Wetlands of northern high latitudes are ecosystems highly vulnerable to climate change.,Year-round simulated methane emissions from a permafrost ecosystem in Northeast Siberia,2017.0,,16,"Environmental Science, Environmental Science",2,,,False
s0396_03643,"Climate change impacts on environment lead to a reduction in the distribution and abundance of species, especially endemics, which may even result in their global extinction.",Climate change impacts on biodiversity and ecosystems in Sri Lanka: a review,2017.0,,33,"Geography, Environmental Science, Biology",2,,,False
s0152_01325,Deforestation plus forest management suggests current forests actually hold about 94 GtCO2 more today than they did in 1900.,"The Net Carbon Emissions from
Historic Land Use and Land Use
Change",2019.0,Journal of Forest Economics,42,"Environmental Science, Environmental Science",2,,,False
s0129_01105,"Where sufficient data were available, we estimated deforestation rates and the quantity and economic value of forest carbon already lost and at risk in three land tenure classes: PADDDed, protected, and neverprotected.","Tropical Deforestation and Carbon Emissions from Protected Area Downgrading, Downsizing, and Degazettement (PADDD)",2015.0,,52,"Environmental Science, Environmental Science",2,,,False
s0153_01334,Carbon emissions from selective logging averaged 1.52 Mg m3 but ranged 1.192.55 Mg m3 among the 10 ejidos.,"Reduced-impact logging practices reduce forest disturbance and carbon emissions in community managed forests on the Yucatán Peninsula, Mexico",2019.0,Forest Ecology and Management,39,"Environmental Science, Environmental Science",2,,,False
s0548_04991,"Vegetation photosynthesis contributes more than ecosystem respiration to IAV of the global net land carbon flux, but large uncertainties remain on the contribution of fires and other disturbance fluxes.",Interannual variation of terrestrial carbon cycle: Issues and perspectives,2019.0,Global Change Biology,343,"Medicine, Environmental Science, Environmental Science",2,,,False
s0161_01413,"Accounting for these committed emissions, we estimate that stopping deforestation and allowing secondary forests to grow would yield cumulative negative emissions between 2016 and 2100 of about 120 PgC, globally.","Negative emissions from stopping deforestation and forest degradation, globally",2018.0,Global Change Biology,171,"Environmental Science, Medicine, Environmental Science",2,,,False
s0158_01383,This legacy of historical clearances on deeppeat areas will contribute 51% (4.4311.45 GtCO2) of projected future peatland CO2 emissions over the period 20102130.,Carbon emissions from South‐East Asian peatlands will increase despite emission‐reduction schemes,2018.0,Global Change Biology,90,"Environmental Science, Medicine, Environmental Science",2,,,False
s0587_05321,"Also, we made attempt to evaluate the contributions of potential mechanisms such as atmospheric CO2, climate, land-use, and nitrogen deposition, through factorial experiments using different combinations of forcing data.",Decadal trends in the seasonal-cycle amplitude of terrestrial CO2 exchange resulting from the ensemble of terrestrial biosphere models,2016.0,,45,"Environmental Science, Environmental Science",2,,,False
s0582_05283,"The dataset encompasses forest, grassland, cropland, shrub, and wetland ecosystems in China, and contains carbon density data of major components, including aboveground biomass, underground biomass and soil organic carbon density for different soil depths (0  20 cm and 0  100 cm).",A dataset of carbon density in Chinese terrestrial ecosystems (2010s),2018.0,China Scientific Data,120,Environmental Science,2,,,False
s0158_01385,"Of the remaining Indonesian peat swamp forest (PSF), 45% is not protected, and its conversion would amount to CO2 emissions equivalent to 0.7%2.3% (5.1414.93 Gt) of global fossil fuel and cement emissions released between 1990 and 2010.",Carbon emissions from South‐East Asian peatlands will increase despite emission‐reduction schemes,2018.0,Global Change Biology,90,"Environmental Science, Medicine, Environmental Science",2,,,False
s0235_02123,"In comparison, C. orientalis was not observed to bleach during the 2017 coral bleaching event on the Great Barrier Reef, when temperatures did not reach the 32 °C threshold.",The bioeroding sponge Cliona orientalis will not tolerate future projected ocean warming,2018.0,Scientific Reports,24,"Environmental Science, Medicine, Environmental Science",2,,,False
